id,selling_date,vehicle_type,transmission_type,fuel_type,repaired,seller,brand,odometer,horse_power,manufactured_date,price
15592,2011-03-29 13:59:10,,,gasoline,,696,citroen,"125,000km",68,2012,"24,600,000 Rwf"
15593,2011-03-31 13:52:07,compact car,Manual,gasoline,,432,volkswagen,"150,000km",0,1988,"358,800 Rwf"
15594,2011-03-28 14:54:42,station wagon,Manual,gasoline,,503,skoda,"150,000km",249,2007,"169,198,800 Rwf"
15595,2011-03-05 21:51:33,station wagon,Automatic,diesel,,414,volkswagen,"150,000km",131,1999,"37,080,000 Rwf"
15596,2011-03-21 15:52:57,sedan,Manual,gasoline,,278,mercedes_benz,"150,000km",125,1995,"24,240,000 Rwf"
15597,2011-03-21 14:25:23,,Manual,gasoline,,147,opel,"150,000km",58,2012,"12,000,000 Rwf"
15598,2011-03-22 09:56:00,compact car,Manual,gasoline,,740,skoda,"150,000km",60,1997,"12,600,000 Rwf"
15599,2011-03-25 15:41:08,van,Manual,diesel,,116,mercedes_benz,"150,000km",82,1995,"24,180,000 Rwf"
15600,2011-03-30 10:45:46,compact car,Manual,,,541,volkswagen,"150,000km",45,1988,"60,000 Rwf"
15601,2011-03-20 00:38:13,,Manual,gasoline,,49,volkswagen,"150,000km",174,1990,"12,960,000 Rwf"
15602,2011-03-17 19:49:59,Other,Manual,gasoline,,310,hyundai,"150,000km",143,1997,"1,188,000 Rwf"
15603,2011-03-28 17:45:09,sedan,Manual,diesel,,561,volkswagen,"150,000km",110,2001,"48,480,000 Rwf"
15604,2011-03-25 15:40:32,,Manual,,,516,ford,"150,000km",90,2012,"12,000,000 Rwf"
15605,2011-04-01 11:45:45,station wagon,Manual,diesel,,184,ford,"150,000km",116,1997,"948,000 Rwf"
15606,2011-03-08 03:02:29,SUV,Manual,gasoline,,158,opel,"20,000km",140,2009,"276,399,600 Rwf"
15607,2011-03-09 11:50:44,Other,Automatic,diesel,,702,bmw,"150,000km",204,2006,"204,600,000 Rwf"
15608,2011-03-11 15:46:50,,Automatic,,,166,bmw,"5,000km",150,2012,"13,198,800 Rwf"
15609,2011-03-31 17:53:56,,Manual,,,771,bmw,"125,000km",148,2013,"96,598,800 Rwf"
15610,2011-04-02 02:25:22,sedan,Automatic,,,524,bmw,"150,000km",260,1999,"109,080,000 Rwf"
15611,2011-03-25 15:57:41,convertible,Manual,gasoline,,499,volkswagen,"150,000km",98,1988,"36,360,000 Rwf"
15612,2011-03-31 19:56:23,van,Manual,diesel,,159,volkswagen,"150,000km",0,1994,"25,140,000 Rwf"
15613,2011-03-18 03:02:52,SUV,Manual,diesel,,924,hyundai,"150,000km",99,1993,"24,600,000 Rwf"
15614,2011-03-28 18:39:48,van,Manual,gasoline,,648,volkswagen,"20,000km",140,1990,"169,140,000 Rwf"
15615,2011-04-04 11:50:55,,,gasoline,,383,opel,"150,000km",0,2000,"300,000 Rwf"
15616,2011-04-02 14:46:21,station wagon,Manual,,,128,kia,"150,000km",129,2009,"73,188,000 Rwf"
15617,2011-03-10 17:56:01,sedan,Manual,gasoline,,184,volkswagen,"150,000km",75,1995,"24,120,000 Rwf"
15618,2011-04-06 22:36:33,station wagon,Manual,gasoline,Yes,110,volkswagen,"150,000km",75,1992,"720,000 Rwf"
15619,2011-03-16 16:47:31,sedan,Manual,,Yes,115,alfa_romeo,"150,000km",210,1996,"25,188,000 Rwf"
15620,2011-03-21 17:54:53,compact car,Manual,gasoline,,28,opel,"60,000km",87,2007,"84,360,000 Rwf"
15621,2011-03-11 22:50:04,compact car,Manual,gasoline,,136,ford,"60,000km",69,2005,"60,118,800 Rwf"
15622,2011-03-12 15:58:55,,,gasoline,,366,ford,"150,000km",50,2011,"358,800 Rwf"
15623,2011-04-02 16:57:29,other,Automatic,diesel,,663,volkswagen,"150,000km",140,2003,"144,000,000 Rwf"
15624,2011-04-04 15:37:15,compact car,Manual,diesel,,315,opel,"150,000km",75,2004,"48,598,800 Rwf"
15625,2011-03-19 21:37:39,,,,,695,bmw,"150,000km",0,2011,"480,000 Rwf"
15626,2011-04-05 12:53:49,van,Manual,gasoline,,37,volkswagen,"125,000km",122,2003,"85,140,000 Rwf"
15627,2011-03-13 14:47:57,sedan,Automatic,gasoline,,369,bmw,"150,000km",0,1997,0 Rwf
15628,2011-03-08 13:51:58,compact car,Manual,gasoline,Yes,845,volkswagen,"150,000km",0,1992,"960,000 Rwf"
15629,2011-03-14 19:37:56,SUV,Automatic,gasoline,,416,mercedes_benz,"150,000km",272,2002,"204,960,000 Rwf"
15630,2011-03-06 16:39:06,station wagon,Automatic,diesel,,88,mercedes_benz,"150,000km",150,2000,"49,140,000 Rwf"
15631,2011-03-06 18:42:03,station wagon,Manual,gasoline,,598,daihatsu,"150,000km",90,1995,"1,140,000 Rwf"
15632,2011-03-06 04:36:16,compact car,Manual,gasoline,,766,opel,"150,000km",54,1995,"12,300,000 Rwf"
15633,2011-03-12 09:55:27,,Manual,gasoline,,107,volkswagen,"150,000km",0,1995,"12,420,000 Rwf"
15634,2011-04-02 17:56:11,sedan,Automatic,diesel,,392,audi,"60,000km",239,2005,"408,600,000 Rwf"
15635,2011-03-12 08:50:38,sedan,Automatic,diesel,,16,mercedes_benz,"150,000km",170,2002,"97,116,000 Rwf"
15636,2011-03-20 18:58:06,compact car,Manual,gasoline,,466,peugeot,"125,000km",88,1999,"12,900,000 Rwf"
15637,2011-04-02 18:37:15,van,Manual,gasoline,,61,citroen,"125,000km",75,1996,"12,960,000 Rwf"
15638,2011-03-27 19:52:33,sedan,Manual,gasoline,,40,volkswagen,"150,000km",75,1997,"25,194,000 Rwf"
15639,2011-03-12 19:47:38,SUV,Manual,diesel,,467,volkswagen,"50,000km",140,2007,"300,420,000 Rwf"
15640,2011-03-20 18:23:12,station wagon,Manual,diesel,,395,volkswagen,"150,000km",110,2005,"169,080,000 Rwf"
15641,2011-03-19 17:53:42,compact car,Manual,gasoline,,270,citroen,"125,000km",68,2006,"24,718,800 Rwf"
15642,2011-03-20 22:48:33,van,Manual,diesel,,314,volkswagen,"150,000km",60,1986,"24,600,000 Rwf"
15643,2011-03-05 16:51:52,station wagon,Manual,gasoline,,841,audi,"70,000km",105,2007,"133,198,800 Rwf"
15644,2011-04-03 17:36:58,convertible,Manual,gasoline,Yes,774,mazda,"150,000km",110,1993,"1,198,800 Rwf"
15645,2011-03-10 17:54:00,station wagon,Automatic,diesel,,160,bmw,"150,000km",163,2001,"84,598,800 Rwf"
15646,2011-03-06 10:44:28,compact car,Manual,gasoline,,729,volkswagen,"125,000km",75,1990,"12,060,000 Rwf"
15647,2011-03-05 14:45:10,SUV,Automatic,gasoline,Yes,6,mitsubishi,"150,000km",203,1998,"48,780,000 Rwf"
15648,2011-03-15 17:56:57,convertible,Manual,gasoline,,609,peugeot,"80,000km",110,2000,"48,420,000 Rwf"
15649,2011-04-06 15:06:17,compact car,Manual,,,415,volkswagen,"150,000km",75,1994,"1,200 Rwf"
15650,2011-03-09 19:36:44,convertible,Manual,gasoline,,548,opel,"150,000km",75,1992,"900,000 Rwf"
15651,2011-03-15 19:25:21,,Manual,gasoline,,262,opel,"150,000km",0,1995,"1,080,000 Rwf"
15652,2011-03-10 14:25:23,sedan,Manual,diesel,,855,bmw,"150,000km",116,1996,"48,360,000 Rwf"
15653,2011-03-26 23:58:30,sedan,Manual,gasoline,Yes,59,opel,"125,000km",69,2005,"36,000,000 Rwf"
15654,2011-03-26 19:38:32,Other,Automatic,gasoline,,641,chrysler,"125,000km",218,1998,"96,600,000 Rwf"
15655,2011-03-10 17:36:23,compact car,Manual,gasoline,,792,volkswagen,"150,000km",75,1991,"420,000 Rwf"
15656,2011-03-09 19:43:47,van,,diesel,,584,volkswagen,"150,000km",0,1996,"24,960,000 Rwf"
15657,2011-03-10 20:06:29,,Automatic,diesel,,7,audi,"150,000km",0,2003,"96,300,000 Rwf"
15658,2011-04-03 04:36:24,compact car,Manual,gasoline,,695,volkswagen,"20,000km",0,1985,"60,000,000 Rwf"
15659,2011-04-02 13:41:14,station wagon,Manual,gasoline,,437,opel,"150,000km",101,1997,"12,960,000 Rwf"
15660,2011-03-29 23:55:13,compact car,Manual,gasoline,,94,volkswagen,"150,000km",0,1995,"958,800 Rwf"
15661,2011-03-10 11:51:06,,,gasoline,,210,honda,"150,000km",0,1995,"1,080,000 Rwf"
15662,2011-03-22 14:36:45,,Automatic,,Yes,897,opel,"150,000km",136,1995,"180,000 Rwf"
15663,2011-04-03 13:41:13,compact car,Manual,gasoline,,560,peugeot,"150,000km",60,1987,"960,000 Rwf"
15664,2011-03-15 15:40:58,,,,,368,bmw,"100,000km",0,2002,0 Rwf
15665,2011-03-07 22:25:20,Other,Automatic,gasoline,,451,porsche,"40,000km",385,2007,"864,600,000 Rwf"
15666,2011-03-25 23:54:57,sedan,,,Yes,563,opel,"150,000km",0,1996,"12,240,000 Rwf"
15667,2011-03-21 14:48:22,van,Manual,diesel,,738,volkswagen,"125,000km",102,2006,"109,080,000 Rwf"
15668,2011-03-27 19:36:44,van,Manual,diesel,,205,renault,"150,000km",90,1997,"12,960,000 Rwf"
15669,2011-03-12 19:53:46,sedan,Automatic,diesel,,1,volkswagen,"20,000km",185,2009,"132,000,000 Rwf"
15670,2011-04-02 14:44:49,sedan,Manual,gasoline,,22,volkswagen,"125,000km",75,1992,"12,720,000 Rwf"
15671,2011-03-21 11:51:11,station wagon,Manual,gasoline,,658,opel,"150,000km",122,1994,"24,240,000 Rwf"
15672,2011-03-10 17:47:42,van,Manual,diesel,,40,audi,"150,000km",75,1996,"36,960,000 Rwf"
15673,2011-03-24 17:54:07,van,Manual,diesel,,690,volkswagen,"150,000km",102,1994,"60,720,000 Rwf"
15674,2011-03-05 14:30:16,station wagon,Manual,gasoline,,926,volkswagen,"125,000km",101,1991,"1,140,000 Rwf"
15675,2011-04-03 21:52:38,,Manual,diesel,,331,volkswagen,"150,000km",0,2013,"72,240,000 Rwf"
15676,2011-03-16 17:48:40,van,Manual,gasoline,,154,mazda,"150,000km",62,1994,"12,180,000 Rwf"
15677,2011-03-23 16:58:29,station wagon,Automatic,diesel,,1,volkswagen,"30,000km",102,2009,"120,000,000 Rwf"
15678,2011-03-25 18:47:09,compact car,Manual,gasoline,,98,opel,"125,000km",80,2001,"36,780,000 Rwf"
15679,2011-03-08 11:46:02,sedan,Manual,gasoline,,447,bmw,"150,000km",150,1991,"12,840,000 Rwf"
15680,2011-03-30 20:51:24,station wagon,Automatic,gasoline,Yes,815,audi,"150,000km",200,2000,"720,000 Rwf"
15681,2011-03-23 22:56:11,van,Automatic,diesel,,490,volkswagen,"150,000km",116,2000,"61,140,000 Rwf"
15682,2011-03-15 14:41:53,compact car,Manual,gasoline,,392,opel,"150,000km",60,1990,"456,000 Rwf"
15683,2011-03-16 11:58:31,compact car,Manual,gasoline,,337,ford,"150,000km",125,1993,"478,800 Rwf"
15684,2011-03-11 11:37:14,sedan,Automatic,gasoline,,388,citroen,"150,000km",0,1995,"718,800 Rwf"
15685,2011-03-15 10:53:19,compact car,Manual,,Yes,4,mazda,"5,000km",0,1990,"336,000 Rwf"
15686,2011-03-26 18:47:48,Other,Automatic,gasoline,,141,mercedes_benz,"125,000km",150,1989,"121,188,000 Rwf"
15687,2011-03-18 00:54:07,convertible,Automatic,gasoline,,576,sonstige_autos,"150,000km",320,1963,"60,000,000 Rwf"
15688,2011-04-04 17:48:54,Other,Manual,gasoline,,646,renault,"90,000km",265,2008,"228,000,000 Rwf"
15689,2011-03-23 00:48:06,sedan,Manual,diesel,Yes,184,volkswagen,"150,000km",110,2004,"84,000,000 Rwf"
15690,2011-03-16 17:39:33,Other,Manual,gasoline,,557,nissan,"125,000km",169,1986,"72,600,000 Rwf"
15691,2011-04-04 00:08:59,,Automatic,,,2,mercedes_benz,"150,000km",170,2013,"97,080,000 Rwf"
15692,2011-03-16 11:41:56,convertible,Automatic,gasoline,,670,mercedes_benz,"40,000km",407,2001,"1,020,000,000 Rwf"
15693,2011-03-17 20:51:38,station wagon,Manual,gasoline,,681,peugeot,"150,000km",110,1992,"960,000 Rwf"
15694,2011-03-06 12:52:33,compact car,Manual,gasoline,,661,volkswagen,"150,000km",60,1997,"360,000 Rwf"
15695,2011-03-05 14:11:14,sedan,Manual,diesel,,229,mercedes_benz,"150,000km",125,1993,"25,080,000 Rwf"
15696,2011-03-16 20:53:14,station wagon,Manual,diesel,,764,opel,"150,000km",125,1998,"24,600,000 Rwf"
15697,2011-03-22 14:46:25,van,Manual,diesel,Yes,423,renault,"90,000km",150,2009,"108,960,000 Rwf"
15698,2011-03-31 20:56:56,van,Automatic,gasoline,,502,renault,"150,000km",140,1997,"12,900,000 Rwf"
15699,2011-03-10 12:47:30,Other,Manual,gasoline,,857,audi,"150,000km",125,1992,"24,360,000 Rwf"
15700,2011-03-30 19:58:17,station wagon,Automatic,diesel,,197,volvo,"150,000km",179,2001,"48,720,000 Rwf"
15701,2011-03-19 20:38:50,sedan,Manual,gasoline,,97,volkswagen,"150,000km",150,1993,"36,594,000 Rwf"
15702,2011-03-13 14:37:03,sedan,Manual,diesel,,19,audi,"150,000km",0,1999,"24,480,000 Rwf"
15703,2011-03-24 11:53:00,,Manual,gasoline,,515,volkswagen,"125,000km",64,2011,"24,720,000 Rwf"
15704,2011-03-17 17:48:57,sedan,Manual,gasoline,,825,volkswagen,"30,000km",101,1993,"12,540,000 Rwf"
15705,2011-03-29 12:52:41,sedan,Manual,gasoline,Yes,24,volkswagen,"125,000km",50,1992,"480,000 Rwf"
15706,2011-03-27 01:57:35,compact car,Manual,diesel,,111,volkswagen,"150,000km",101,2002,"96,000,000 Rwf"
15707,2011-03-14 17:36:56,sedan,Manual,gasoline,,80,mercedes_benz,"150,000km",129,1995,"36,960,000 Rwf"
15708,2011-03-23 15:46:46,,,gasoline,Yes,772,fiat,"150,000km",0,1995,"84,000 Rwf"
15709,2011-03-23 18:25:22,sedan,Manual,gasoline,,50,mazda,"50,000km",120,2008,"156,600,000 Rwf"
15710,2011-03-24 07:55:56,sedan,Manual,diesel,,213,mercedes_benz,"150,000km",90,1998,"24,480,000 Rwf"
15711,2011-03-26 13:51:53,sedan,Manual,gasoline,,296,volkswagen,"70,000km",122,2006,"121,188,000 Rwf"
15712,2011-03-22 21:53:32,convertible,Manual,gasoline,,282,peugeot,"150,000km",109,1999,"24,600,000 Rwf"
15713,2011-03-29 13:51:18,station wagon,Manual,gasoline,,813,bmw,"150,000km",193,1991,"1,200 Rwf"
15714,2011-03-29 15:55:51,compact car,,,,65,ford,"80,000km",0,2000,"12,780,000 Rwf"
15715,2011-04-04 21:45:24,compact car,Manual,gasoline,Yes,391,volkswagen,"150,000km",50,1992,"118,800 Rwf"
15716,2011-03-27 16:39:15,station wagon,Manual,diesel,,650,bmw,"150,000km",150,1996,"12,828,000 Rwf"
15717,2011-04-05 09:55:24,convertible,Manual,gasoline,,685,bmw,"150,000km",170,1999,"72,480,000 Rwf"
15718,2011-03-07 18:38:40,compact car,Manual,gasoline,,400,volkswagen,"150,000km",75,1994,"1,044,000 Rwf"
15719,2011-03-16 13:54:31,,Manual,gasoline,,315,audi,"150,000km",125,1995,"600,000 Rwf"
15720,2011-03-23 12:47:31,,Manual,,,453,renault,"150,000km",0,1995,"12,300,000 Rwf"
15721,2011-04-04 22:54:47,,,gasoline,,946,mercedes_benz,"10,000km",0,9994,"216,000,000 Rwf"
15722,2011-04-02 11:37:39,sedan,Manual,diesel,Yes,231,ford,"150,000km",116,1997,"600,000 Rwf"
15723,2011-03-31 11:42:09,station wagon,Automatic,diesel,,288,bmw,"150,000km",197,2003,"145,140,000 Rwf"
15724,2011-03-07 16:53:26,sedan,Automatic,diesel,,223,mercedes_benz,"150,000km",150,1997,"61,198,800 Rwf"
15725,2011-03-25 13:49:17,station wagon,Manual,gasoline,,4,ford,"150,000km",0,1997,"960,000 Rwf"
15726,2011-03-10 11:51:33,,,,,333,opel,"150,000km",0,1975,0 Rwf
15727,2011-03-17 15:47:33,SUV,Automatic,diesel,,24,volkswagen,"150,000km",313,1998,"156,360,000 Rwf"
15728,2011-03-13 11:47:16,compact car,Manual,gasoline,Yes,393,seat,"150,000km",50,1994,"300,000 Rwf"
15729,2011-04-03 16:49:11,van,Manual,diesel,,159,fiat,"150,000km",68,1995,"12,588,000 Rwf"
15730,2011-04-04 00:55:20,van,Manual,diesel,,234,ford,"150,000km",136,1999,"24,708,000 Rwf"
15731,2011-04-01 01:57:19,sedan,Automatic,gasoline,Yes,533,bmw,"150,000km",0,1993,"60,000,000 Rwf"
15732,2011-03-21 17:40:12,compact car,Automatic,gasoline,,127,smart,"125,000km",45,1996,0 Rwf
15733,2011-03-11 19:46:48,convertible,Manual,gasoline,,388,peugeot,"100,000km",109,2001,"48,120,000 Rwf"
15734,2011-03-18 00:55:04,,Manual,,,352,fiat,"125,000km",170,2012,"157,198,800 Rwf"
15735,2011-03-24 19:48:27,Other,Automatic,gasoline,,24,mercedes_benz,"150,000km",163,1997,"60,360,000 Rwf"
15736,2011-03-09 20:50:50,compact car,Automatic,diesel,,908,smart,"150,000km",41,1999,"24,120,000 Rwf"
15737,2011-03-30 12:49:03,van,Manual,diesel,,109,ford,"150,000km",116,2000,"36,948,000 Rwf"
15738,2011-03-08 08:54:10,Other,Manual,gasoline,,493,bmw,"40,000km",184,1981,"109,080,000 Rwf"
15739,2011-03-15 15:52:49,sedan,Automatic,diesel,,895,mercedes_benz,"150,000km",235,2002,"205,198,800 Rwf"
15740,2011-03-26 20:57:04,van,Manual,diesel,,1,opel,"100,000km",114,2007,"96,000,000 Rwf"
15741,2011-03-19 21:25:17,,Manual,diesel,,373,opel,"150,000km",69,2011,"25,198,800 Rwf"
15742,2011-04-02 18:30:58,sedan,Manual,gasoline,,408,mercedes_benz,"150,000km",0,1986,"13,198,800 Rwf"
15743,2011-03-30 16:25:26,compact car,Manual,gasoline,,164,opel,"10,000km",87,2010,"157,080,000 Rwf"
15744,2011-04-01 21:39:14,,Automatic,gasoline,Yes,748,mercedes_benz,"150,000km",140,2012,"13,140,000 Rwf"
15745,2011-03-09 11:58:36,,Manual,gasoline,,65,opel,"5,000km",0,1995,"180,000 Rwf"
15746,2011-03-23 05:04:28,station wagon,Manual,gasoline,,654,ford,"150,000km",115,1994,"12,120,000 Rwf"
15747,2011-03-09 00:59:02,sedan,Manual,diesel,,626,bmw,"5,000km",0,1996,"36,000,000 Rwf"
15748,2011-03-16 12:06:34,station wagon,Automatic,diesel,,8,volkswagen,"150,000km",150,1995,"12,840,000 Rwf"
15749,2011-04-03 13:38:15,van,Manual,diesel,,549,volkswagen,"150,000km",131,2002,"217,198,800 Rwf"
15750,2011-03-22 08:57:11,compact car,Manual,gasoline,,940,renault,"50,000km",76,2005,"48,360,000 Rwf"
15751,2011-03-27 17:59:38,convertible,Manual,gasoline,,797,opel,"150,000km",115,1988,"960,000 Rwf"
15752,2011-04-02 16:40:30,station wagon,Manual,gasoline,,901,volkswagen,"150,000km",0,1998,"36,300,000 Rwf"
15753,2011-03-25 20:50:02,station wagon,Manual,gasoline,,48,audi,"150,000km",125,1991,"1,020,000 Rwf"
15754,2011-03-25 21:06:36,Other,Manual,LPG,,230,bmw,"150,000km",170,1998,"108,000,000 Rwf"
15755,2011-03-09 20:49:07,compact car,Manual,gasoline,,132,volkswagen,"150,000km",75,1997,"12,900,000 Rwf"
15756,2011-03-11 12:50:54,sedan,,gasoline,,8,peugeot,"150,000km",75,1995,"12,180,000 Rwf"
15757,2011-04-01 19:49:26,station wagon,Manual,LPG,,905,volkswagen,"150,000km",174,1990,"24,780,000 Rwf"
15758,2011-04-03 11:36:25,station wagon,Automatic,gasoline,,58,toyota,"150,000km",0,1993,"12,540,000 Rwf"
15759,2011-03-15 21:55:43,compact car,Manual,gasoline,,550,bmw,"125,000km",116,1998,"61,140,000 Rwf"
15760,2011-03-17 17:53:18,compact car,Manual,,,428,opel,"150,000km",45,1992,"600,000 Rwf"
15761,2011-03-17 11:38:46,sedan,Manual,gasoline,Yes,541,bmw,"150,000km",180,1996,"24,000,000 Rwf"
15762,2011-03-22 20:53:14,convertible,Manual,diesel,,504,volkswagen,"40,000km",140,2007,"217,080,000 Rwf"
15763,2011-03-17 12:52:54,station wagon,Manual,gasoline,,30,mazda,"90,000km",147,2002,"61,140,000 Rwf"
15764,2011-03-18 01:37:03,,Manual,gasoline,,893,volkswagen,"150,000km",75,1995,"12,420,000 Rwf"
15765,2011-03-23 13:54:23,,Manual,gasoline,,613,volkswagen,"150,000km",101,2012,0 Rwf
15766,2011-03-13 07:37:03,sedan,Manual,,Yes,57,renault,"150,000km",0,1997,"598,800 Rwf"
15767,2011-03-19 01:36:57,sedan,Manual,gasoline,,919,bmw,"150,000km",150,1993,"24,420,000 Rwf"
15768,2011-03-21 19:44:00,station wagon,Manual,gasoline,,454,opel,"150,000km",101,1996,"12,720,000 Rwf"
15769,2011-03-13 21:49:30,compact car,Manual,gasoline,,561,renault,"150,000km",75,1995,"12,000,000 Rwf"
15770,2011-03-05 18:43:49,SUV,Manual,gasoline,,545,toyota,"80,000km",143,1987,"96,720,000 Rwf"
15771,2011-03-27 12:55:20,compact car,Manual,diesel,,413,volkswagen,"90,000km",105,2006,"144,720,000 Rwf"
15772,2011-04-03 14:06:36,sedan,Automatic,gasoline,,592,volkswagen,"150,000km",90,1981,"24,360,000 Rwf"
15773,2011-03-19 14:53:24,sedan,,diesel,,319,bmw,"150,000km",0,1994,"12,300,000 Rwf"
15774,2011-03-14 16:58:17,compact car,Manual,gasoline,,165,opel,"150,000km",54,1994,"1,080,000 Rwf"
15775,2011-03-27 11:48:43,sedan,Manual,gasoline,,803,renault,"150,000km",109,1993,"900,000 Rwf"
15776,2011-03-24 12:58:02,compact car,Manual,gasoline,,466,opel,"150,000km",75,1996,"1,080,000 Rwf"
15777,2011-03-22 11:56:49,van,Automatic,diesel,,973,volkswagen,"150,000km",140,2000,"60,480,000 Rwf"
15778,2011-03-21 20:56:07,station wagon,Automatic,gasoline,,692,ford,"150,000km",130,1993,"600,000 Rwf"
15779,2011-03-22 08:56:44,station wagon,Manual,,,387,ford,"150,000km",115,1997,"12,840,000 Rwf"
15780,2011-03-27 23:57:47,sedan,Manual,gasoline,,6,skoda,"125,000km",75,1993,"1,198,800 Rwf"
15781,2011-03-25 10:06:24,,Manual,,,385,opel,"150,000km",101,2011,"12,420,000 Rwf"
15782,2011-03-29 20:46:34,station wagon,Manual,gasoline,,762,volkswagen,"150,000km",125,1992,"12,120,000 Rwf"
15783,2011-03-09 19:42:31,compact car,Manual,gasoline,,758,opel,"150,000km",54,1995,"990,000 Rwf"
15784,2011-03-29 21:58:30,sedan,Manual,gasoline,,309,renault,"150,000km",107,1994,"12,828,000 Rwf"
15785,2011-03-07 13:49:19,Other,Manual,gasoline,,190,bmw,"80,000km",143,2006,"204,000,000 Rwf"
15786,2011-03-24 18:36:21,sedan,Manual,gasoline,,159,bmw,"90,000km",150,1989,"12,600,000 Rwf"
15787,2011-03-16 13:38:11,other,Manual,diesel,,93,sonstige_autos,"150,000km",0,1994,"48,840,000 Rwf"
15788,2011-03-27 21:50:04,,,,,432,audi,"150,000km",0,1975,0 Rwf
15789,2011-03-21 14:46:02,compact car,Manual,gasoline,,382,seat,"125,000km",60,1998,"24,000,000 Rwf"
15790,2011-03-12 08:53:33,sedan,Automatic,diesel,,27,mercedes_benz,"150,000km",204,1998,"60,960,000 Rwf"
15791,2011-03-09 18:49:40,sedan,Manual,diesel,,686,skoda,"80,000km",105,2006,"156,720,000 Rwf"
15792,2011-03-23 08:56:33,station wagon,Manual,gasoline,Yes,291,ford,"150,000km",115,1998,"12,000,000 Rwf"
15793,2011-04-03 21:41:06,station wagon,Manual,diesel,,350,volkswagen,"150,000km",140,2001,"72,840,000 Rwf"
15794,2011-03-14 19:47:23,sedan,Manual,gasoline,Yes,707,nissan,"80,000km",90,1994,"12,588,000 Rwf"
15795,2011-03-14 17:44:27,sedan,Automatic,diesel,,432,bmw,"150,000km",218,2000,"133,140,000 Rwf"
15796,2011-04-03 22:31:03,compact car,Manual,gasoline,,455,seat,"125,000km",0,1997,"13,140,000 Rwf"
15797,2011-03-15 22:56:32,SUV,Automatic,diesel,,166,mercedes_benz,"150,000km",190,2003,"169,080,000 Rwf"
15798,2011-04-01 08:37:36,compact car,Automatic,gasoline,,569,mercedes_benz,"125,000km",102,1994,"24,540,000 Rwf"
15799,2011-03-20 20:14:08,sedan,Automatic,other,,229,mercedes_benz,"150,000km",163,1998,"96,000,000 Rwf"
15800,2011-04-01 09:54:19,compact car,Manual,gasoline,,204,fiat,"150,000km",60,1995,"780,000 Rwf"
15801,2011-03-21 10:53:10,station wagon,Manual,,,549,volkswagen,"150,000km",136,1986,"12,480,000 Rwf"
15802,2011-04-02 04:02:51,compact car,Manual,gasoline,,650,opel,"125,000km",80,2004,"36,478,800 Rwf"
15803,2011-03-25 15:40:05,compact car,Manual,gasoline,,246,fiat,"125,000km",54,2001,"24,133,200 Rwf"
15804,2011-04-05 21:36:22,compact car,Manual,gasoline,,747,opel,"150,000km",0,1995,"1,020,000 Rwf"
15805,2011-03-23 13:56:26,van,Manual,gasoline,,849,citroen,"150,000km",121,1992,"13,198,800 Rwf"
15806,2011-03-26 18:53:20,compact car,Manual,gasoline,,667,peugeot,"80,000km",75,2002,"36,838,800 Rwf"
15807,2011-03-12 15:38:52,compact car,,electric,,131,smart,"40,000km",75,2008,"96,480,000 Rwf"
15808,2011-03-31 09:53:32,sedan,Manual,diesel,,465,volkswagen,"150,000km",90,1993,"25,020,000 Rwf"
15809,2011-04-01 18:55:52,Other,Manual,gasoline,,196,bmw,"150,000km",102,1989,"12,000,000 Rwf"
15810,2011-03-21 12:41:57,van,Manual,diesel,,209,volkswagen,"150,000km",102,2005,"156,000,000 Rwf"
15811,2011-03-26 14:44:15,sedan,Automatic,gasoline,,500,opel,"100,000km",230,2000,"73,188,000 Rwf"
15812,2011-03-20 16:25:26,station wagon,Manual,diesel,,671,skoda,"150,000km",105,2002,"60,718,800 Rwf"
15813,2011-03-25 17:58:11,sedan,Manual,gasoline,,362,bmw,"150,000km",170,1993,"12,420,000 Rwf"
15814,2011-03-24 06:03:35,compact car,Manual,gasoline,,809,volkswagen,"150,000km",45,1989,"1,020,000 Rwf"
15815,2011-03-24 17:25:23,compact car,Manual,gasoline,,435,volkswagen,"150,000km",75,1994,"1,140,000 Rwf"
15816,2011-03-23 13:56:42,sedan,Manual,gasoline,,774,volkswagen,"150,000km",116,1997,"13,198,800 Rwf"
15817,2011-03-12 23:37:01,sedan,Manual,diesel,,409,citroen,"150,000km",165,2005,"96,000,000 Rwf"
15818,2011-03-16 11:32:20,,Manual,gasoline,,61,volkswagen,"80,000km",140,2012,"96,720,000 Rwf"
15819,2011-03-05 17:29:04,,Manual,gasoline,,395,mini,"50,000km",184,2006,"193,080,000 Rwf"
15820,2011-03-10 14:37:15,,Manual,gasoline,,832,volkswagen,"150,000km",70,2012,"12,240,000 Rwf"
15821,2011-04-02 18:58:10,Other,Manual,gasoline,,328,mercedes_benz,"150,000km",163,1996,"36,240,000 Rwf"
15822,2011-03-22 09:52:23,compact car,Manual,gasoline,,53,volkswagen,"150,000km",75,1994,"1,056,000 Rwf"
15823,2011-04-03 13:50:03,station wagon,Automatic,diesel,,259,bmw,"150,000km",197,2002,"108,600,000 Rwf"
15824,2011-03-10 15:49:57,sedan,Manual,gasoline,,142,bmw,"150,000km",306,2001,"96,600,000 Rwf"
15825,2011-03-21 18:06:22,station wagon,,diesel,,71,volkswagen,"150,000km",0,1998,"24,000,000 Rwf"
15826,2011-03-24 12:51:20,compact car,Manual,gasoline,,24,ford,"100,000km",69,2000,"25,080,000 Rwf"
